CHEMBL_ID,SMILES,DOCKING_SCORE
CHEMBL1081587,Cc1ncoc1-c1nnc(SCCC[N@H+]2C[C@H]3C[C@@]3(c3ccc(F)c(C(F)(F)F)c3)C2)n1C,-7.434
CHEMBL3663998,NC(=O)n1cc(NC(=O)N2C[C@@H]([NH3+])C[C@H]2C(=O)NCc2cccc(F)c2)c2ccccc21,-7.432
CHEMBL257468,O=C(Cc1cccs1)N[C@H](B(O)O)c1cccc(C(=O)[O-])c1,-7.431
CHEMBL459629,Clc1cc(Cl)c(Cl)c(-c2nnc3sc(-c4cccc5cnccc45)nn23)c1,-7.423
CHEMBL3423317,O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cn4nc(-c5cccc(O)c5)n(Cc5ccc(F)cc5)c4=S)CC3)c(F)cc2c1=O,-7.422
CHEMBL470317,N#Cc1cnc(Nc2ccc3c(c2)CC(=O)N3)nc1NCc1cccc[nH+]1,-7.409
CHEMBL11092,COc1ccc(CC[NH2+]C[C@H](O)COc2ccc(-c3ncc(Br)[nH]3)cc2Cl)cc1OC,-7.408
CHEMBL3975902,O=C(NNc1ncnc2sc3ccccc3c12)c1ccccn1,-7.405
CHEMBL543809,C[C@@H]1c2cccc3cccc(c23)[C@H]1C(=O)N(C)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1[N@H+]1CC[NH2+]C1,-7.397
CHEMBL3979920,Cn1cc(-c2nc(N[C@@H]3CCCC[C@@H]3[NH3+])c(F)c3c2C(=O)NC3)cn1,-7.393
CHEMBL4281460,N#C/C(=C\c1cccc2cnccc12)c1c[nH]c2ccc(C[NH+]3CCCC3)cc12,-7.391
CHEMBL174031,CC(C)(C)[NH2+]Cc1cc(Nc2ccnc3cc(Cl)ccc23)cc(-c2ccc(Cl)c(Cl)c2)c1O,-7.382
CHEMBL1093958,CC1CC[NH+](CCSc2cc(-c3nn(CCC[NH+]4CCC(N5CCCC5=O)CC4)c4c3CN(S(C)(=O)=O)CC4)ccc2C(F)(F)F)CC1,-7.382
CHEMBL4085505,CC(C)Nc1n/c(=[NH+]\Cc2ccccn2)c2sc(-c3ccccc3)cc2[nH]1,-7.379
CHEMBL534369,COc1ccc2nccc(N3CC[C@@H]([NH2+]CCNCc4ccc5c(n4)NC(=O)CO5)C3)c2n1,-7.377
CHEMBL1353117,Cc1ccc(NC(=O)CN(C)C(=O)c2n[nH]c(=O)c3ccccc23)cc1,-7.376
CHEMBL609460,CCOC(=O)c1sc(NC(=O)[C@H](C)Sc2nnc(CNC(=O)c3ccc(OC)cc3)n2-c2ccccc2OC)c(C(=O)OCC)c1C,-7.375
CHEMBL1886204,CSc1ncnc2c1ncn2CCC[NH2+]Cc1ccco1,-7.374
CHEMBL1180622,Oc1ccc2c(c1)O[C@@H](C[NH2+]Cc1ccncc1)CC2,-7.369
CHEMBL1331527,C[NH+](C)CCNC(=O)c1c(CSc2ccccc2)noc1C(=O)NCc1ccccc1,-7.364
CHEMBL3650359,CO[C@@H]1COCC[C@@H]1[NH2+][C@@H]1C[C@H]2CCC[C@@]2(C(=O)N2C[C@@H]3C[C@H]2CN3c2cc(C(F)(F)F)ccc2F)C1,-7.363
CHEMBL3919837,[NH3+][C@H]1CCCN(c2cc[nH+]cc2Nc2nnc3ccc(-c4ncccc4F)nn23)C1,-7.356
CHEMBL1562645,Cn1c(CNC(=O)CNC(=O)c2cccc(Cl)c2)cc(=O)n(C)c1=O,-7.351
CHEMBL2262440,ClCc1ccc(Cn2cnc3c(Cl)ncnc32)cc1,-7.351
CHEMBL1704157,C[C@@]1(c2ccc(Cl)cc2)NC(=O)N(CC(=O)N2CCc3ccccc3C2)C1=O,-7.348
CHEMBL444912,CC(=O)OC[C@H]1O[C@@H](S(=O)(=O)Cc2cn(-c3ccc(S(N)(=O)=O)cc3)nn2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,-7.347
CHEMBL3955055,N#Cc1c(N)ncnc1N1CCC(c2[nH+]c(-c3ccc4[nH]ncc4c3)cn2CC[NH+]2CCC2)CC1,-7.346
CHEMBL1419131,CC[C@H](Cc1ccccc1)NC(=O)CN1C(=O)CSc2ncccc21,-7.344
CHEMBL380051,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](Cc1ccccc1)C(=O)N1C[C@@H](OCc2ccc3ccccc3c2)C[C@@H]1CCCNC(N)=[NH2+],-7.343
CHEMBL3809466,[NH3+][C@@H](CO)[C@@H](O)c1ccc([N+](=O)[O-])cc1,-7.337
CHEMBL3194633,O=C(N/N=C/c1ccc(-c2ccccc2C(=O)[O-])o1)c1cccs1,-7.336
CHEMBL2365754,Cc1ccc2ccccc2c1/C=N/NC(N)=[NH2+],-7.329
CHEMBL3359445,O=C(NCCc1c[nH]c2ccc(O)cc12)c1ccccc1Nc1cccc(C(F)(F)F)c1,-7.329
CHEMBL533931,COc1ccc2ncc(F)c(CC[N@H+]3[C@@H]4CC[C@H]3C[C@@H](NCc3cc5c(cn3)OCS5)C4)c2n1,-7.329
CHEMBL2297009,COc1ccc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc([C@@H]3CC(=O)[N-]S3(=O)=O)cc2)C(N)=O)cc1,-7.328
CHEMBL1164549,O=C(NCc1cn(C[C@H]2O[C@@H](OC[C@H]3O[C@@H](Cn4ccc(=O)[nH]c4=O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)nn1)[C@@H]1CCC[NH2+]1,-7.325
CHEMBL182998,COCC1=C(C(=O)OC)[C@H](c2ccc(F)c(F)c2)N(C(=O)NCCC[NH+]2CCC(c3ccccn3)CC2)C(=O)N1,-7.321
CHEMBL4101749,C[N@@H+](C/C=C/c1ccc(-c2ccccc2)cc1)Cc1cccc2cc[nH]c12,-7.321
CHEMBL4129797,O=C1C(=Cc2cccnc2)Cc2cc(O)ccc21,-7.319
CHEMBL3464133,C[NH+](C)CCN(Cc1ccccn1)C(=O)Nc1cccc(F)c1,-7.318
CHEMBL1093123,Cc1ccc(Sc2ccc(-c3ccc(CCC([NH3+])(CO)CO)c(Cl)c3)c(F)c2)cc1,-7.315
CHEMBL3889968,O=C1[C@@H]([NH+]2CCC(c3ccc(O)cc3)CC2)CCN1Cc1ccc(OC(F)F)cc1,-7.306
CHEMBL1446887,NC(=O)NC(=O)C[C@@H]1S/C(=N/N=C2\NC(=O)CS2)NC1=O,-7.306
CHEMBL1979232,NC(=O)N(O)c1cccc(Br)c1,-7.303
CHEMBL2236570,COc1ccc(C(=O)[C@@H]2CO[C@H](c3ccc4c(c3)OCO4)[C@H]2CO)cc1OC,-7.301
CHEMBL3764743,O=C(c1cccc2cnccc12)N1CC[N@H+]2CC[C@@H]1CC2,-7.301
CHEMBL332815,[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)Nc1cnc2ccccc2c1,-7.3
CHEMBL546179,O=C(N[C@@H]1CCCC[N@H+](Cc2ccccc2O)C1)c1cccc(C(F)(F)F)c1,-7.298
CHEMBL1708766,CC(=O)Nc1nc(C(=O)Nc2c(C)n[nH]c2C)cs1,-7.297
CHEMBL2093198,Cc1[nH]c2ccccc2c1SCCNC(=O)c1c(-c2ccccc2Cl)noc1C,-7.296
CHEMBL225944,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(Nc4ccc(OCC(=O)NCc5ccccc5)cc4)nc(Cl)nc32)[C@H](O)[C@@H]1O,-7.296
CHEMBL3086554,Cc1cc(-c2ccc(NC(=O)[C@H](C)c3cccc(-c4cccc(C#N)c4)c3)cc2)ccn1,-7.294
CHEMBL45679,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@H](CCC(=O)Nc4ccc(O)c(O)c4)C(=O)[O-])cc3)cnc2n1,-7.289
CHEMBL3823622,O=C1Nc2ccc(NC(=O)[C@H](NC(=O)c3cccn(Cc4ccc(F)c(F)c4)c3=O)c3ccccc3)cc2/C1=C/c1ncc[nH]1,-7.287
CHEMBL3692497,C[C@@](O)(C#Cc1cc2c(cc1F)OCCn1cc(C(N)=O)nc1-2)CC#N,-7.283
CHEMBL1549995,COc1ccc(-c2nc(CSCC(=O)NCCCN3CCCC3=O)c(C)o2)cc1OC,-7.279
CHEMBL1171425,COC[C@@H]1C[NH2+]CCN1c1ccc2[nH]ncc2c1,-7.278
CHEMBL1829971,Cc1nc(Nc2ccc3oc(=O)ccc3c2)nc(Cl)c1CCCl,-7.276
CHEMBL4096142,NC(=[NH2+])N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@@H]1C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(N)=O,-7.271
CHEMBL3952504,Cc1nc2ccc(NC(=O)c3ccc4cc5n(c4c3)CCCNC5=O)cc2s1,-7.268
CHEMBL3493054,NC(=O)c1ccc(C(=O)N2CCC[C@@H](n3cc[nH+]c3)C2)s1,-7.268
CHEMBL549694,Cn1cc(-c2ccncc2)c(-c2ccc(OCc3cn4ccccc4n3)cc2)n1,-7.266
CHEMBL3556145,CC(C)[C@H]([NH3+])C(=O)N1CCSc2ccccc2C1,-7.266
CHEMBL139399,Nc1nc(N)nc(-c2ccc(F)cc2)n1,-7.265
CHEMBL194621,COc1ccccc1COCCCOc1ccc(N2C(=O)C[NH2+]C[C@H]2COc2ccc3ccccc3c2)cc1,-7.262
CHEMBL372539,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCC(CNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)NC(=O)c1ccccc1,-7.26
CHEMBL1807210,CC(=O)Oc1ccccc1C(=O)NC1=[N+]([O-])c2cc(C)c(C)cc2[N+](=O)[C@@H]1C#N,-7.251
CHEMBL2059307,O=C1CCc2ncccc2N1CCC[NH+]1CCC(n2c(=O)[nH]c3ccccc32)CC1,-7.247
CHEMBL4090175,Cc1cc(NC2CC[NH+](CCCCCC(=O)[O-])CC2)nc(NCc2cn(CCC[NH2+]CCC[NH2+]C3CCCCC3)nn2)n1,-7.244
CHEMBL2414239,Cn1c(C[NH+]2CCC(C(C)(C)O)CC2)nc2c(N3CCOCC3)nc(-c3cccc4[nH]ncc34)nc21,-7.243
CHEMBL1190160,[NH3+]CCCN1CCN(CCC[NH2+]Cc2ccc3ccc4cccc5ccc2c3c45)CC1,-7.243
CHEMBL1403073,Cc1cccc(C)c1OCC(=O)OCC(=O)c1ccc2c(c1)NC(=O)CO2,-7.239
CHEMBL4079645,O=C(NC[C@@H]1[NH2+][C@H](CO)[C@H](O)[C@@H]1O)c1cccc(Br)c1,-7.238
CHEMBL15981,COc1ccc2cn[nH]c2c1,-7.236
CHEMBL3499496,COCC(=O)NC[C@@H]1Cn2nnc(-c3ccncc3)c2CO1,-7.235
CHEMBL1996121,N#CCC(=O)N/N=C(/C(=O)Nc1ccccc1)[C@@H]1C(=O)N(c2ccccc2)N=C1N,-7.232
CHEMBL565864,COc1cc(/C=C2\CC(=O)NC2=O)ccc1O,-7.229
CHEMBL3976537,Nc1cc(Nc2nc(Nc3ccc(N4CCOCC4)cc3)ncc2Br)n[nH]1,-7.229
CHEMBL265766,COC(=O)c1c(C)nc(C)c([C@@H](O)OC)[n+]1-c1cccc(NC(=S)NCCC[NH+]2CCC(c3cccc(OC)c3)CC2)c1,-7.229
CHEMBL4218954,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(C)=N/O)C[C@H]3C[C@@H]1C[C@@H]([NH3+])[C@@H](O)[C@@H](C)O1,-7.225
CHEMBL186405,COc1ccc2[nH]cc(CCCC[N@H+]3CC=C(c4ccc(O)cc4)CC3)c2c1,-7.222
CHEMBL182077,CC(=O)Nc1cccc(-c2cccc(Cn3c(=O)n([O-])c(=O)c4sccc43)c2)c1,-7.214
CHEMBL3939898,Cc1ccc(C(C)C)c(OCc2nnc(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)n2Cc2ccccc2)c1,-7.212
CHEMBL3144297,CCCc1cn([C@@H]2O[C@@H]3CO[P+](O)(O)O[C@H]3[C@H]2O)c(=O)nc1N,-7.212
CHEMBL1197383,[NH3+]CCNc1ccc(O)c2ccccc12,-7.207
CHEMBL3644797,[NH3+][C@@H](CC(=O)N1CCc2c(nc(-c3ccco3)nc2C(F)(F)F)C1)CN1C(=O)CC[C@H](F)[C@H]1O,-7.205
CHEMBL4162557,NC(=O)CN1CCN(c2cccc3ccccc23)C(=O)C1=O,-7.204
CHEMBL417942,C[C@@H](n1cnc2cc(-n3cncn3)ccc2c1=O)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,-7.202
CHEMBL4205699,Nc1ccc(/N=N/c2c(N)ccc3cc(S(=O)(=O)[O-])cc(O)c23)c(S(=O)(=O)[O-])c1,-7.201
CHEMBL3643546,Cn1cnc2cc(-c3ccc(N4CCOCC4)cc3)nc(N[C@H]3CC[C@@H](CO)C3)c2c1=O,-7.2
CHEMBL3480348,CSCC[C@@H]1CC(=O)Nc2cc(O)c(C)cc21,-7.198
CHEMBL2440830,COc1ccccc1OCC[NH2+]C[C@H](O)COc1ccc2[nH]c(=O)ccc2c1,-7.198
CHEMBL3689918,C[NH+]1CCN(c2nc(N)c3ncnc(Nc4cccc(C(=O)Nc5cccc(C(F)(F)F)c5)c4)c3n2)CC1,-7.197
CHEMBL1163946,Cc1cc(-c2cccnc2)nc(NC(=O)c2cccc(C(F)(F)F)c2)n1,-7.192
CHEMBL311291,CC(C)[C@@H](NC(=O)[C@@H](NC(=O)c1csc(-c2ccccc2)n1)[C@@H](C)O)c1nc(C(=O)NCCCO)cs1,-7.19
CHEMBL2408733,Cc1nn(C)c(C)c1-c1cnc(N)c2oc(-c3csc4cnccc34)cc12,-7.188
CHEMBL2017115,COc1ccc([C@@H]2CCc3ccc(O)cc3O2)cc1O,-7.188
CHEMBL4066916,Oc1ccc(N2CC[NH2+]CC2)c2c1OCCO2,-7.187
CHEMBL1858647,Fc1ccccc1-c1nc(C[NH2+]Cc2cccc3ccccc23)co1,-7.183
CHEMBL3483949,Nc1nc2c(c(N3CCC(CN4CCCC4=O)CC3)n1)CC[NH2+]CC2,-7.183
CHEMBL3633973,CC(=O)N1CCCn2nc(C[N@H+](C)[C@H]3[C@H]4C[C@@H]3C4)cc21,-7.179
CHEMBL119815,NC(=O)c1cc2c(Oc3cccc(Br)c3)cncc2s1,-7.178
CHEMBL2178570,CC(=O)Nc1ccc(O)cc1OC[C@@](C)(O)C[NH2+]C1CCN(Cc2ccc(Cl)cc2)CC1,-7.177
CHEMBL1461836,C[NH+](C)[C@H](CNc1ccc(C(F)(F)F)cc1[N+](=O)[O-])c1ccccc1,-7.175
CHEMBL1905055,CC(C)CCNC(=O)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,-7.174
CHEMBL3397082,O=c1c(-c2ccccc2Cl)c2ccccn2c(=O)n1CCCC[N@@H+]1CC=C(c2c[nH]c3ccc(F)cc23)CC1,-7.173
CHEMBL337241,[NH3+]CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,-7.171
CHEMBL1377664,O=C(Nc1ccc2c(c1)C(=O)NC2=O)c1ccccc1Cl,-7.169
CHEMBL3196425,O=C(N/N=C/c1cn[nH]c1-c1ccc(F)cc1)c1ccncc1,-7.166
CHEMBL4099846,O=C(c1ccnc(F)c1)N1CC2(CC[NH+](C/C=C/c3ccc(Cl)cc3)CC2)c2cc(F)ccc21,-7.164
CHEMBL2335270,O=C(/C=C/c1ccc(O)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1)O/C=C\c1ccc(O)c(O)c1,-7.159
CHEMBL1824027,Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)nn1C[C@H](O)C[NH3+],-7.156
CHEMBL1320936,COc1cc(C(=O)ON=C2C(C)=CC(=O)C=C2C)cc(OC)c1OC,-7.155
CHEMBL1497715,O=C1[C@H]2CCCN2C(=O)N1CCN1CC[NH+](CCO)CC1,-7.154
CHEMBL1591947,C[C@H](OC(=O)Cn1[n-]c(=O)c2ccccc2c1=O)C(=O)NC1(C#N)CCCCC1,-7.153
CHEMBL1521723,O=C(CN1C(=O)COc2ccccc21)Nc1ccc(F)cc1,-7.152
CHEMBL1702212,Cc1cccn2c(=O)nc(SCC(=O)NCc3ccc4c(c3)OCO4)nc12,-7.15
CHEMBL430738,[NH3+][C@@H](CCC(=O)N[C@H](CSCC(=O)c1ccc(O)cc1)C(=O)NCC(=O)[O-])C(=O)[O-],-7.149
CHEMBL62377,COc1cc(Nc2ncc(-c3ccccc3)o2)ccc1-n1cncn1,-7.146
CHEMBL3701432,Cn1cnc2cc(-c3ccc(C(C)(C)O)nc3)nc(OCc3ccncc3)c2c1=O,-7.146
CHEMBL547278,CN(CC[N@H+](C)C[C@H](O)c1ccc(Cl)c(Cl)c1)C[C@H](O)c1ccc(Cl)c(Cl)c1,-7.144
CHEMBL1090133,Cc1cn([C@H]2C[C@H](n3cc(Cc4ccccc4)nn3)[C@@H](CO)O2)c(=O)[nH]c1=O,-7.144
CHEMBL1783945,COc1ccc2c(c1)CN(C)C(=O)[C@@H](C)C2,-7.143
CHEMBL3392047,C=CCC1=C/C(=C\c2c(N)n3nc(CC(=O)N4CCCC4)sc3nc2=O)C=C(OC)C1=O,-7.14
CHEMBL3437580,CC(=O)N1CCC(N2CCOC[C@H]2c2[nH]cc(-c3cccnc3)[nH+]2)CC1,-7.136
CHEMBL316953,[NH3+]CCNc1cc[nH+]c2ccccc12,-7.135
CHEMBL2236147,Oc1ccc(/N=C/C=C/c2ccccc2)cc1,-7.132
CHEMBL1830693,c1ccc(Nc2nc(-c3cn[nH]c3)cs2)nc1,-7.13
CHEMBL4279664,FC(F)(F)c1nnc2n1CC[N@H+](Cc1c(-c3ccc(Cl)cc3)nc3ccc(-c4ccccc4)cn13)C2,-7.129
CHEMBL4289986,CCCCCCCCCCC/C(=N\O)c1cc(-c2ccc(O)cc2)ccc1O,-7.128
CHEMBL3497801,Cc1cnccc1-c1cnn(CCNC(=O)C(C)(C)C)c1C1CC1,-7.127
CHEMBL105995,C[NH+]1CCN(c2ccc3[nH]c(=O)c4ccccc4c3n2)CC1,-7.125
CHEMBL3133943,COc1ccc(-c2cn([C@]3(CO)O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3O)nn2)cc1,-7.121
CHEMBL1457189,Cc1ccn2cc(CNC(=O)c3cccc(C(F)(F)F)c3)[nH+]c2c1,-7.12
CHEMBL3251970,Cc1ccccc1C(=O)N(C)[C@@H]1CC[N@H+]2CCc3c([nH]c4ccccc34)[C@@H]2C1,-7.12
CHEMBL3918934,NC(=O)c1ccc(N2CCN(c3cccc(F)c3)CC2)c2cncnc12,-7.116
CHEMBL1985222,Cc1cn([C@@H]2C[C@@H](O)[C@@H](Cn3cc(Cn4nc(Br)c(=O)[n-]c4=O)nn3)O2)c(=O)[nH]c1=O,-7.115
CHEMBL2106195,Cc1cccc([C@H](C)c2c[nH]c[nH+]2)c1C,-7.114
CHEMBL3675431,COc1ccc(C(=O)Nc2cccc([C@H](C[NH+](C)C)Nc3ncnc4c3=CCCC=4C(N)=O)c2)cc1F,-7.112
CHEMBL1995618,Cc1ccc(S(=O)(=O)n2cnc(C[C@H](NC(=O)[C@@H]3CCC(=O)N3C(=O)OCc3ccccc3)C(=O)N3CCC[C@H]3C(=O)NN)c2)cc1,-7.11
CHEMBL2069639,O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CC[N@@H+]3CC2CC2)[C@H]1O5)c1cccc2ncccc12,-7.108
CHEMBL2132754,CSc1ncnc2c1ncn2CCC[NH+]1CCN(C(=O)C2CC2)CC1,-7.108
CHEMBL1977734,O=C(N/N=C/c1ccc(O)cc1)c1csc2ccccc12,-7.107
CHEMBL4204940,O=C1O[C@@H](C[NH+]2CCN(c3ccccc3F)CC2)CN1CCCNc1cc[nH+]c2cc(Cl)ccc12,-7.107
CHEMBL1564228,[NH3+]CCCC[C@H](NC(=O)C1CC[NH2+]CC1)c1nnc(C[NH3+])o1,-7.106
CHEMBL2228287,O=C1CCCCCCCCCC[C@@]2(CCCN1)N=[NH+]/C(=N/c1ccccc1Cl)S2,-7.104
CHEMBL236635,Cn1ncc(C=C(C#N)C#N)cc1=O,-7.1
CHEMBL122233,CCNC(=O)[C@H](NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NC[C@H](O)C[NH2+][C@@H](CC2CCCCC2)C(=O)NC(C)(C)C)C(C)(C)S1,-7.099
CHEMBL561192,N[C@@H](Cc1cnc[nH]1)C(=O)OC[C@@H]1S[C@H](CC=O)S[C@@H]1COC(=O)[C@@H](N)Cc1c[nH]c[nH+]1,-7.098
CHEMBL1552623,COc1ccc2[nH]cc(CCNc3nc[nH+]cc3-c3ccc(N(C)C)cc3)c2c1,-7.095
CHEMBL1616408,COc1cc2ccccc2cc1C(=O)N(CC[NH+](C)C)c1nc2c(F)cc(F)cc2s1,-7.095
CHEMBL4090864,C[N@H+]1CCc2ccc(Nc3nnc(-c4cccc(-c5cccnc5)c4)o3)cc2C1,-7.094
CHEMBL3335118,N/C(C[C@H](O)c1cc2ccccc2c2ccccc12)=[NH+]\N=C\c1ccc(F)cc1,-7.093
CHEMBL1934490,COc1ccc(N2C(=O)O[C@@H](Cc3ccc(O)c(Br)c3)C2=O)cc1,-7.093
CHEMBL2418665,Cc1cc(C)cc(CC(=O)N2CCCN(c3ccc(C(=O)N[C@H](C(N)=O)[C@H](C)O)cn3)CC2)c1,-7.093
CHEMBL1214039,c1ccc2cc(Cn3cc[n+](Cc4ccc5ccccc5c4)c3)ccc2c1,-7.089
CHEMBL1909345,CC[NH+]1CCC(C(=O)Nc2n[nH]c3nnc(-c4cccc(F)c4F)cc23)CC1,-7.086
CHEMBL3906098,CCn1c(=O)c2cn[nH]c2c2ccc(-c3ccnc(N4CC[NH+](C)CC4)c3)cc21,-7.086
CHEMBL3828381,NC(=O)c1cc[n+](CCC[n+]2cccc(NC(=O)/C=N\O)c2)cc1,-7.085
CHEMBL553895,C[C@H]([NH2+]CCc1cc([N+](=O)[O-])cc2[nH]c(=O)c(=O)[nH]c12)C(=O)[O-],-7.082
CHEMBL3144048,[H]/N=C1/NC(=O)[C@H]2N=NC([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)=C2O1,-7.081
CHEMBL592677,CC(=O)Nc1coc2cc(O)ccc2c1=O,-7.078
CHEMBL3747077,COc1cc(F)c(-c2nc3ncc(Cl)c(NCC4CC[NH2+]CC4)c3[nH]2)cc1F,-7.075
CHEMBL1717226,Cc1cc(NC(=O)C[NH+]2CCC(O)CC2)nc2c1c(=O)oc1ccccc12,-7.074
CHEMBL1411303,COc1cccc(-c2nnc(SCc3nc4ccccc4[nH]3)n2N)c1,-7.073
CHEMBL4127438,CCC(=O)N[C@@H](Cc1nc2ccc(Cl)cc2s1)C(=O)N[C@H](C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H]1CCOc2ccccc21)C1CCOCC1,-7.072
CHEMBL3298076,O=C1N[C@@](O)(CCn2cc(-c3ccccc3)nn2)C(OCc2ccccc2)=C1OCc1ccccc1,-7.071
CHEMBL4224940,Cc1cc(-c2nc3cccnn3c2-c2ccnc(NC(=O)c3cc[n+]([O-])c(C)c3)c2)ccc1F,-7.07
CHEMBL3702868,Cc1nc(NC(=O)N2C[C@@H](F)C[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C)n1,-7.067
CHEMBL1469821,Cc1ccc(O)c(NC(=O)Cc2ccc3ccccc3c2)c1,-7.066
CHEMBL187249,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(N)=O,-7.065
CHEMBL3732294,CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCC[N@H+](CCn3ccc4ccsc4c3=O)Cc3ccncc3)ccc21,-7.065
CHEMBL1438876,Cc1ncsc1CCSc1n[nH]c(=O)n1-c1ccccc1,-7.064
CHEMBL45146,CCCCCNC(=O)Nc1c(C)cccc1OCCCn1cnc(-c2c(OC)cc(OC)cc2OC)c1,-7.059
CHEMBL537886,COCCCOc1cc(C[C@@H](C[C@H]([NH3+])[C@@H](O)C[C@@H](C)C(=O)NCCCC(=O)NCCOC)C(C)C)ccc1OC,-7.058
CHEMBL489238,COc1ccc(/C=C/C(=O)N[C@@H](CCC(=O)Nc2ccc(F)cc2)C(=O)Nc2ccc(F)cc2)cc1OC,-7.057
CHEMBL2140918,CS(=O)(=O)c1ccc(Nc2nc([C@H]([NH3+])CCc3ccccc3)cs2)cc1,-7.057
CHEMBL3652623,Cn1ncc(NC(=O)c2nc(-c3ccccc3F)sc2N)c1N1CCC[C@H]([NH3+])C1,-7.056
CHEMBL1900544,O=C(Cc1ccc(Cl)cc1)NCCc1c[nH]c[nH+]1,-7.054
CHEMBL351495,Cc1ccc2c3c(ccc(N(C)Cc4ccc(S(=O)(=O)c5ccc(N)cc5)cc4)c13)NC2=O,-7.047
CHEMBL3489716,CN(C)c1ccc(C(=O)N2CCC[N@@H+](Cc3cnn(C)c3)CC2)nn1,-7.047
CHEMBL1271803,COc1cccc(NC(=O)Nc2cccn(Cc3cccc(C)c3)c2=O)c1,-7.047
CHEMBL4098170,COC(=O)CC[C@H]1NC(=O)c2cc(Oc3cccc(N(C)C)c3)c(NC(=O)COCc3ccccc3Cl)cc2NC1=O,-7.042
CHEMBL3653554,CC(C)[C@H]1CN(C[C@@H]2COCC[NH2+]2)C(=O)N1c1ccn2ncc(-c3ccc(-c4ncn[nH]4)cc3)c2n1,-7.042
CHEMBL4107082,Cn1ncc(NC(=O)c2nc(-c3c(F)cccc3F)sc2N)c1[C@H]1CC[C@H](C[NH3+])O1,-7.042
CHEMBL202637,Oc1ccc2ccc(O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)cc2c1,-7.042
CHEMBL1083318,CCOC(=O)CNC(=O)C(=O)[C@H](COCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)N1CCOCC1,-7.041
CHEMBL118949,C[C@@H]1CC(=O)N(CC#CC[NH+](C)C)C1,-7.039
CHEMBL439250,c1ccc2c(c1)Cc1cc([C@@H]3C[NH2+]CCNCC[NH2+]CCN3)ccc1-2,-7.037
CHEMBL1492912,Cc1cc(C(=O)CSc2nc(N)cc(=O)[nH]2)c(C)n1-c1cccc(F)c1,-7.037
CHEMBL1089403,O=C1OC(c2ccc(Cl)c([N+](=O)[O-])c2)=N/C1=C\c1ccncc1,-7.034
CHEMBL1782794,O=C(CC[NH+]1CCC(N2CCOCC2)CC1)c1csc2ccccc12,-7.033
CHEMBL568044,Cc1cccc(Nc2nc(-c3cccnc3)cs2)c1,-7.033
CHEMBL2141409,Cn1nccc1-c1coc2c(C(=O)NCc3ccccc3)cccc12,-7.032
CHEMBL3696917,[NH3+]Cc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,-7.032
CHEMBL2036738,O=C(Nc1ccc(N2CCOCC2)cc1)c1nnc(NC(=O)C2(c3ccc(Cl)cc3)CCC2)o1,-7.031
CHEMBL3697115,Cc1cc(C[N@H+](C[C@H]2CC[C@H](C(=O)[O-])CC2)[C@H](C)c2ccc(Cl)c(Cl)c2)ccc1OCCN1C(=O)CCC1=O,-7.029
CHEMBL2036339,O=C1/C(=C/c2ccncc2)CC/C1=C\c1ccncc1,-7.027
CHEMBL1964255,NC(N)=NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,-7.025
